Request TimeStamp,Request Target,Request Data,Response TimeStamp,Response Source,Response Data,Communication Error,,
15.31878s,Vector SLP3,36 D7 00 20 18 43 10 BD 42 00 05 D0 C0 F3 C7 52 52 42 91 42 01 DC 00 20 70 47 00 EB C1 50 70 47 C1 0F 80 EA E0 70 08 44 CA 07 96 23 00 21 00 F0 A2 B8 96 23 00 22 11 46 00 F0 9D B8 00 F0 00 42 20 F0 00 40 C1 0D C0 F3 16 00 40 F4 00 00 7F 29 01 DA 00 20 70 47 96 29 03 DC C1 F1 96 01 C8 40 01 E0 96 39 88 40 00 2A F4 D0 40 42 70 47 20 F0 00 40 C1 0D C0 F3 16 00 40 F4 00 00 7F 29 01 DA 00 20,15.32327s,Vector SLP3,76 D7,,,
15.34943s,Vector SLP3,36 D8 70 47 96 29 03 DC C1 F1 96 01 C8 40 70 47 96 39 88 40 70 47 00 F0 9C B8 30 B5 0B 46 01 46 00 20 20 22 01 24 09 E0 21 FA 02 F5 9D 42 05 D3 03 FA 02 F5 49 1B 04 FA 02 F5 28 44 15 1E A2 F1 01 02 F1 DC 30 BD 20 2A 04 DB 20 3A 00 FA 02 F1 00 20 70 47 91 40 C2 F1 20 03 20 FA 03 F3 19 43 90 40 70 47 20 2A 04 DB 20 3A 21 FA 02 F0 00 21 70 47 21 FA 02 F3 D0 40 C2 F1 20 02 91 40 08 43 19 46,15.35413s,Vector SLP3,76 D8,,,
15.38048s,Vector SLP3,36 D9 70 47 B6 B6 00 48 70 47 CC 04 00 18 03 48 70 47 02 48 00 1D 01 1F 88 60 00 1D 70 47 D0 04 00 18 2D E9 F0 41 06 46 FF F7 ED FF 80 46 45 46 13 E0 16 B1 E0 68 B0 42 0E D1 20 68 28 60 D4 E9 01 01 D8 F8 00 70 88 47 20 46 00 F0 4A F9 D8 F8 00 00 B8 42 EB D1 00 E0 25 46 2C 68 00 2C E8 D1 BD E8 F0 81 00 29 A8 BF 70 47 40 1C 49 00 08 BF 20 F0 01 00 70 47 10 B4 B0 FA 80 FC 00 FA 0C F0 50 EA,15.38499s,Vector SLP3,76 D9,,,
15.41201s,Vector SLP3,36 DA 01 04 04 BF 10 BC 70 47 49 B1 CC F1 20 04 21 FA 04 F4 11 FA 0C F1 18 BF 01 21 21 43 08 43 A3 EB 0C 01 CB 1D 4F EA 00 61 4F EA 10 20 42 BF 00 20 10 BC 70 47 00 EB C3 50 10 44 00 29 A4 BF 10 BC 70 47 40 1C 49 00 08 BF 20 F0 01 00 10 BC 70 47 10 B5 00 F0 22 F8 01 69 19 B1 00 22 02 61 88 47 01 E0 80 68 80 47 AF F3 00 80 B6 B6 06 4C 07 4D 06 E0 E0 68 40 F0 01 03 94 E8 07 00 98 47 10 34,15.41647s,Vector SLP3,76 DA,,,
15.44306s,Vector SLP3,36 DB AC 42 F6 D3 F1 F7 C0 F9 64 55 01 11 84 55 01 11 70 47 B6 B6 10 B5 AF F3 00 80 70 B5 FF F7 78 FF 04 68 05 46 A4 B9 20 20 00 F0 02 F9 04 00 11 D0 09 49 00 20 2C 60 C4 E9 00 01 08 49 A1 60 20 73 20 61 60 61 06 49 A0 61 09 B1 00 F0 0B F8 E0 61 20 46 70 BD AF F3 00 80 00 00 00 00 15 2D 01 11 00 00 00 00 10 B5 88 20 00 F0 E2 F8 00 28 01 D0 00 21 01 70 10 BD 80 29 02 D8 08 B1 01 78 09 B1,15.44770s,Vector SLP3,76 DB,,,
15.47486s,Vector SLP3,36 DC 00 20 70 47 01 21 00 F8 08 1B 70 47 18 B1 00 F1 08 02 91 42 01 D0 00 20 70 47 00 21 01 70 70 47 70 B5 8C 18 10 F8 01 5B 15 F0 07 03 01 D1 10 F8 01 3B 2A 11 06 D1 10 F8 01 2B 03 E0 10 F8 01 6B 01 F8 01 6B 5B 1E F9 D1 2B 07 05 D4 00 23 52 1E 0D D4 01 F8 01 3B FA E7 10 F8 01 3B CB 1A 92 1C 03 E0 13 F8 01 5B 01 F8 01 5B 52 1E F9 D5 A1 42 D8 D3 00 20 70 BD 10 B5 04 46 00 6B 00 F0 1D F8,15.47956s,Vector SLP3,76 DC,,,
15.50673s,Vector SLP3,36 DD A0 69 00 F0 1A F8 20 46 10 BD 00 21 01 60 01 71 03 22 42 71 81 71 C1 71 81 60 C1 60 01 61 41 61 81 61 C1 61 01 62 41 62 81 62 C1 62 01 63 41 63 81 63 C1 63 01 64 41 64 70 47 10 B5 00 F0 01 F8 10 BD 10 B5 00 F0 4C F8 10 BD 10 B5 00 F0 02 F8 10 BD B6 B6 10 B5 04 00 07 D1 01 24 05 E0 FF F7 D5 FE 00 68 00 B9 04 48 80 47 20 46 00 F0 60 F8 00 28 F4 D0 10 BD 00 00 95 2B 01 11 0F B4 08 4B,15.51142s,Vector SLP3,76 DD,,,
15.53763s,Vector SLP3,36 DE 10 B5 04 A9 02 AA 03 98 00 F0 98 F8 04 46 02 A9 00 20 00 F0 34 FA 20 46 10 BC 5D F8 14 FB 00 00 FF 32 01 11 00 21 01 60 81 80 70 47 2D E9 F0 41 1C 46 17 46 0E 00 80 46 07 D0 05 46 02 E0 28 46 B0 47 3D 44 20 46 64 1E F9 D2 40 46 BD E8 F0 81 01 68 09 B1 00 20 70 47 01 21 01 60 08 46 70 47 10 B5 00 28 21 D0 11 4B 00 22 00 1F 19 68 03 E0 81 42 03 D8 0A 46 49 68 00 29 F9 D1 52 B1 13 68,15.54228s,Vector SLP3,76 DE,,,
15.56961s,Vector SLP3,36 DF 84 1A 9C 42 04 D1 00 68 18 44 10 60 10 46 02 E0 50 60 00 E0 18 60 39 B1 02 68 0B 1A 93 42 03 D1 0B 68 1A 44 02 60 49 68 41 60 10 BD DC 04 00 18 F0 B5 0B 30 15 4D 20 F0 07 01 00 24 14 4A 0F E0 03 68 8B 42 0B D3 8B 42 05 D9 5E 1A 43 18 47 68 C3 E9 00 67 00 E0 43 68 13 60 02 C0 04 E0 02 1D 10 68 00 28 EC D1 20 46 00 28 02 D1 28 68 08 B1 00 20 F0 BD 06 4A 07 48 10 60 07 4A 12 1A 22 F0,15.57414s,Vector SLP3,76 DF,,,
15.60141s,Vector SLP3,36 E0 07 02 C0 E9 00 24 01 20 28 60 D7 E7 E0 04 00 18 DC 04 00 18 64 0E 00 18 60 0E 00 18 02 E0 08 C8 12 1F 08 C1 00 2A FA D1 70 47 70 47 00 20 01 E0 01 C1 12 1F 00 2A FB D1 70 47 B6 B6 2D E9 FF 4F 8B B0 88 46 05 46 00 26 06 E0 25 28 0B D0 DD E9 0D 12 90 47 6D 1C 76 1C 28 78 00 28 F5 D1 0F B0 30 46 BD E8 F0 8F 00 24 A1 46 A2 46 01 22 AE 49 00 E0 04 43 15 F8 01 3F 20 3B 02 FA 03 F0 08 42,15.60600s,Vector SLP3,76 E0,,,
15.63217s,Vector SLP3,36 E1 F7 D1 28 78 2A 28 10 D0 6F F0 2F 02 28 78 A0 F1 30 01 09 29 15 D8 09 EB 89 01 02 EB 41 01 44 F0 02 04 00 EB 01 09 6D 1C F0 E7 58 F8 04 1B 5F EA 01 09 03 D5 44 F4 00 54 C9 F1 00 09 44 F0 02 04 6D 1C 28 78 2E 28 17 D1 15 F8 01 0F 44 F0 04 04 2A 28 0E D0 6F F0 2F 02 28 78 A0 F1 30 01 09 29 0A D8 0A EB 8A 01 02 EB 41 01 00 EB 01 0A 6D 1C F2 E7 58 F8 04 AB 6D 1C 28 78 6C 28 0F D0 06 DC,15.63687s,Vector SLP3,76 E1,,,
15.66315s,Vector SLP3,36 E2 4C 28 17 D0 68 28 0D D0 6A 28 14 D1 04 E0 74 28 10 D0 7A 28 0F D1 0D E0 44 F4 00 14 0A E0 44 F4 80 14 01 E0 44 F4 40 14 69 78 81 42 02 D1 04 F5 80 14 6D 1C 6D 1C 28 78 69 28 65 D0 06 DC 00 28 8D D0 63 28 27 D0 64 28 06 D1 5D E0 6E 28 08 D0 73 28 2A D0 75 28 77 D0 DD E9 0D 12 90 47 76 1C E0 E0 C4 F3 02 50 02 28 09 D0 03 28 0D D0 D8 F8 00 10 04 28 0D D0 0E 60 08 F1 04 08 D2 E0 D8 F8,15.66773s,Vector SLP3,76 E2,,,
15.69398s,Vector SLP3,36 E3 00 10 F2 17 C1 E9 00 62 F6 E7 D8 F8 00 10 0E 80 F2 E7 0E 70 F0 E7 18 F8 04 1B 8D F8 00 10 00 20 8D F8 01 00 EB 46 01 20 03 E0 58 F8 04 BB 4F F0 FF 30 61 07 4F F0 00 07 01 D4 0A E0 7F 1C 57 45 0D DA 87 42 FA DB 1B F8 07 10 00 29 F6 D1 06 E0 7F 1C 87 42 FC DB 1B F8 07 10 00 29 F8 D1 DD E9 0D 23 A9 EB 07 00 81 46 21 46 00 F0 B1 F8 30 44 C6 19 04 E0 DD E9 0D 12 1B F8 01 0B 90 47 7F 1E,15.69859s,Vector SLP3,76 E3,,,
15.72489s,Vector SLP3,36 E4 F8 D2 21 46 48 46 88 E0 58 F8 04 0B C4 F3 02 51 4F F0 0A 0B 03 29 00 D1 00 B2 04 29 00 D1 40 B2 00 28 02 DA 40 42 2D 21 02 E0 21 05 05 D5 2B 21 8D F8 24 10 01 21 04 E0 06 E0 E1 07 10 D0 20 21 F6 E7 08 AF 08 91 13 E0 58 F8 04 0B C4 F3 02 51 4F F0 0A 0B 03 29 00 D1 80 B2 04 29 00 D1 C0 B2 00 21 EE E7 59 46 FF F7 D7 FC 30 31 07 F8 01 1D 00 28 F7 D1 AD EB 07 00 00 F1 20 0B 60 07 02 D5,15.72945s,Vector SLP3,76 E4,,,
15.75675s,Vector SLP3,36 E5 24 F4 80 34 01 E0 4F F0 01 0A DA 45 02 DD AA EB 0B 00 00 E0 00 20 82 46 00 EB 0B 01 08 98 01 44 A9 EB 01 00 0A 90 E0 03 06 D4 DD E9 0D 23 21 46 0A 98 00 F0 4D F8 06 44 4F F0 00 09 08 E0 09 A9 11 F8 09 00 DD E9 0D 12 90 47 09 F1 01 09 76 1C 08 99 89 45 F3 DB E0 03 0C D5 DD E9 0D 23 21 46 0A 98 00 F0 35 F8 06 44 04 E0 DD E9 0D 12 30 20 90 47 76 1C BA F1 00 01 AA F1 01 0A F5 DC 05 E0,15.76130s,Vector SLP3,76 E5,,,
15.78863s,Vector SLP3,36 E6 DD E9 0D 12 17 F8 01 0B 90 47 76 1C BB F1 00 01 AB F1 01 0B F4 DC 0A 98 21 46 DD E9 0D 23 00 F0 05 F8 06 44 6D 1C 97 E6 09 28 01 00 2D E9 F0 41 04 46 00 25 1E 46 17 46 88 04 04 D4 05 E0 39 46 20 20 B0 47 6D 1C 64 1E F9 D5 28 46 BD E8 F0 81 2D E9 F0 41 04 46 00 25 1E 46 90 46 C8 03 01 D5 30 27 00 E0 20 27 88 04 04 D5 05 E0 41 46 38 46 B0 47 6D 1C 64 1E F9 D5 28 46 BD E8 F0 81 0A 68,15.79316s,Vector SLP3,76 E6,,,
15.81933s,Vector SLP3,36 E7 53 1C 0B 60 10 70 70 47 00 00 80 11 14 00 00 00 20 03 A0 00 00 00 80 11 D8 FF 00 00 80 11 82 00 AB AA D5 3C 91 00 00 C0 C0 30 A0 00 00 00 80 0C D8 FF DB F6 12 0B 64 00 00 E0 00 14 78 00 00 A0 00 32 82 00 33 F3 80 06 78 00 34 F3 80 06 82 00 00 00 00 00 8C 00 00 00 80 00 00 3C 50 02 D0 DD 00 40 E6 FF 73 04 00 70 F2 FF 23 03 00 74 F3 FF 06 03 00 78 00 00 80 01 00 7C 80 03 00 CA 00 40,15.82402s,Vector SLP3,76 E7,,,
15.85150s,Vector SLP3,36 E8 00 01 00 F2 00 42 00 01 00 F2 00 44 E2 FF 04 05 00 78 00 00 80 01 00 7C E3 04 E3 04 E3 04 00 00 9D F7 00 FB D6 00 00 00 00 05 00 00 63 08 00 0A 00 00 35 FD 00 FB 47 00 00 00 00 05 00 00 CB 02 00 0A B6 B6 0C 00 00 00 05 00 00 00 1E 00 32 00 46 00 5A 00 6E 00 78 00 F4 01 E8 03 D0 07 B8 0B A0 0F 94 11 27 00 74 00 C1 00 0D 01 5A 01 A7 01 F3 01 40 02 8C 02 D9 02 26 03 72 03 BF 03 5C 00,15.85588s,Vector SLP3,76 E8,,,
15.88312s,Vector SLP3,36 E9 A8 00 F5 00 42 01 8E 01 DB 01 28 02 74 02 C1 02 0E 03 5A 03 A7 03 F4 03 C5 00 12 01 5E 01 AB 01 F8 01 44 02 91 02 DE 02 2A 03 77 03 C4 03 10 04 5D 04 2E 01 7B 01 C8 01 14 02 61 02 AE 02 FA 02 47 03 94 03 E0 03 2D 04 79 04 C6 04 97 01 E4 01 31 02 7D 02 CA 02 17 03 63 03 B0 03 FD 03 49 04 96 04 E3 04 2F 05 CC 01 19 02 65 02 B2 02 FF 02 4B 03 98 03 E5 03 31 04 7E 04 CB 04 17 05 64 05,15.88773s,Vector SLP3,76 E9,,,
15.91389s,Vector SLP3,36 EA F4 01 EE 02 E8 03 E2 04 DC 05 D6 06 D0 07 CA 08 C4 09 BE 0A B8 0B B2 0C AC 0D E9 FF 38 00 88 00 D8 00 28 01 77 01 C7 01 17 02 66 02 B6 02 06 03 55 03 A5 03 18 00 68 00 B7 00 07 01 57 01 A7 01 F6 01 46 02 96 02 E5 02 35 03 85 03 D4 03 77 00 C6 00 16 01 66 01 B6 01 05 02 55 02 A5 02 F4 02 44 03 94 03 E3 03 33 04 D5 00 25 01 75 01 C5 01 14 02 64 02 B4 02 03 03 53 03 A3 03 F2 03 42 04,15.91859s,Vector SLP3,76 EA,,,
15.94488s,Vector SLP3,36 EB 92 04 34 01 84 01 D4 01 23 02 73 02 C3 02 12 03 62 03 B2 03 01 04 51 04 A1 04 F1 04 64 01 B3 01 03 02 53 02 A2 02 F2 02 42 03 91 03 E1 03 31 04 81 04 D0 04 20 05 1D 00 74 00 CA 00 21 01 78 01 CE 01 25 02 7B 02 D2 02 28 03 7F 03 D5 03 2C 04 43 00 9A 00 F0 00 47 01 9D 01 F4 01 4A 02 A1 02 F8 02 4E 03 A5 03 FB 03 52 04 8F 00 E5 00 3C 01 92 01 E9 01 40 02 96 02 ED 02 43 03 9A 03 F0 03,15.94945s,Vector SLP3,76 EB,,,
15.97567s,Vector SLP3,36 EC 47 04 9E 04 DA 00 31 01 88 01 DE 01 35 02 8B 02 E2 02 38 03 8F 03 E6 03 3C 04 93 04 E9 04 26 01 7D 01 D3 01 2A 02 80 02 D7 02 2E 03 84 03 DB 03 31 04 88 04 DE 04 35 05 4C 01 A3 01 F9 01 50 02 A6 02 FD 02 53 03 AA 03 00 04 57 04 AE 04 04 05 5B 05 09 00 69 00 C9 00 29 01 89 01 E9 01 49 02 A9 02 09 03 69 03 C9 03 29 04 89 04 26 00 86 00 E6 00 46 01 A6 01 06 02 66 02 C6 02 26 03 86 03,15.98031s,Vector SLP3,76 EC,,,
16.00770s,Vector SLP3,36 ED E6 03 46 04 A6 04 60 00 C0 00 20 01 80 01 E0 01 40 02 A0 02 00 03 60 03 C0 03 20 04 80 04 E0 04 9A 00 FA 00 5A 01 BA 01 19 02 79 02 D9 02 39 03 99 03 F9 03 59 04 B9 04 19 05 D3 00 33 01 93 01 F3 01 53 02 B3 02 13 03 73 03 D3 03 33 04 93 04 F3 04 53 05 F0 00 50 01 B0 01 10 02 70 02 D0 02 30 03 90 03 F0 03 50 04 B0 04 10 05 70 05 19 00 7F 00 E4 00 4A 01 B0 01 16 02 7C 02 E2 02 48 03,16.01216s,Vector SLP3,76 ED,,,
16.03840s,Vector SLP3,36 EE AE 03 14 04 79 04 DF 04 34 00 9A 00 00 01 66 01 CC 01 31 02 97 02 FD 02 63 03 C9 03 2F 04 95 04 FB 04 6B 00 D1 00 36 01 9C 01 02 02 68 02 CE 02 34 03 9A 03 00 04 65 04 CB 04 31 05 A1 00 07 01 6D 01 D3 01 39 02 9F 02 05 03 6A 03 D0 03 36 04 9C 04 02 05 68 05 D8 00 3E 01 A4 01 0A 02 6F 02 D5 02 3B 03 A1 03 07 04 6D 04 D3 04 39 05 9E 05 F3 00 59 01 BF 01 25 02 8B 02 F1 02 57 03 BC 03,16.04302s,Vector SLP3,76 EE,,,
16.06939s,Vector SLP3,36 EF 22 04 88 04 EE 04 54 05 BA 05 6B 00 CA 00 29 01 88 01 E7 01 46 02 A6 02 05 03 64 03 C3 03 22 04 81 04 E0 04 7C 00 DB 00 3A 01 99 01 F8 01 57 02 B6 02 15 03 74 03 D3 03 33 04 92 04 F1 04 9E 00 FD 00 5C 01 BB 01 1A 02 79 02 D8 02 37 03 96 03 F5 03 54 04 B3 04 12 05 C0 00 1F 01 7E 01 DD 01 3C 02 9B 02 FA 02 59 03 B8 03 17 04 76 04 D5 04 34 05 E2 00 41 01 A0 01 FF 01 5E 02 BD 02 1C 03,16.07388s,Vector SLP3,76 EF,,,
16.10029s,Vector SLP3,36 F0 7B 03 DA 03 39 04 98 04 F7 04 56 05 F3 00 52 01 B1 01 10 02 6F 02 CE 02 2D 03 8C 03 EB 03 4A 04 A9 04 08 05 67 05 00 00 C8 00 C8 00 C8 00 C8 00 C8 00 C8 00 C8 00 C8 00 C8 00 C8 00 00 00 F4 01 00 00 00 00 D0 07 00 00 00 00 D0 07 14 00 00 00 D0 07 28 00 00 00 00 1E F4 01 00 00 00 1E E8 03 00 00 00 1E D0 07 00 00 00 1E A0 0F 00 00 00 1E 70 17 00 00 00 05 D8 FF BC FB 55 04 14 00 71 FD,16.10474s,Vector SLP3,76 F0,,,
16.14085s,Vector SLP3,36 F1 33 04 78 00 00 00 00 03 96 00 00 00 00 00 00 00 0A 0D 0F 10 12 14 15 16 18 19 1A 1B 1C 1D 1D 1E 1F 20 20 21 22 22 23 24 24 25 25 26 26 27 27 28 28 29 29 2A 2A 2B 2B 2C 2C 2C 2D 2D 2E 2E 2E 2F 2F 2F 30 30 30 31 31 31 32 32 32 33 33 33 34 34 34 35 35 35 35 36 36 36 36 37 37 37 37 38 38 38 39 39 39 39 3A 3A 3A 3A 3A 3B 3B 3B 3B 3B 3C 3C 3C 3C 3D 3D 3D 3D 3E 3E 3E 3E 3E 3F 3F 3F 3F 3F,16.14555s,Vector SLP3,76 F1,,,
16.17282s,Vector SLP3,36 F2 40 40 40 40 40 40 41 41 41 41 41 42 42 42 42 42 43 43 43 43 43 43 44 44 44 44 44 44 45 45 45 45 45 45 46 46 46 46 46 46 47 47 47 47 47 47 48 48 48 48 48 48 49 49 49 49 49 49 49 4A 4A 4A 4A 4A 4A 4A 4A 4B 4B 4B 4B 4B 4B 4C 4C 4C 4C 4C 4C 4C 4D 4D 4D 4D 4D 4D 4D 4E 4E 4E 4E 4E 4E 4E 4E 4F 4F 4F 4F 4F 4F 4F 4F 50 50 50 50 50 50 50 51 51 51 51 51 51 51 52 52 52 52 52 52 52 52 53 53 53,16.17741s,Vector SLP3,76 F2,,,
16.20459s,Vector SLP3,36 F3 53 53 53 53 53 53 54 54 54 54 54 54 54 54 54 55 55 55 55 55 55 55 56 56 56 56 56 56 56 56 57 57 57 57 57 57 57 57 57 58 58 58 58 58 58 58 58 58 59 59 59 59 59 59 59 59 59 59 5A 5A 5A 5A 5A 5A 5A 5A 5B 5B 5B 5B 5B 5B 5B 5B 5C 5C 5C 5C 5C 5C 5C 5C 5C 5D 5D 5D 5D 5D 5D 5D 5D 5D 5D 5E 5E 5E 5E 5E 5E 5E 5E 5E 5E 5F 5F 5F 5F 5F 5F 5F 5F 5F 60 60 60 60 60 60 60 60 61 61 61 61 61 61 61 61,16.20926s,Vector SLP3,76 F3,,,
16.23614s,Vector SLP3,36 F4 61 61 62 62 62 62 62 62 62 62 62 62 63 63 63 63 63 63 63 63 63 63 64 64 64 64 64 64 64 64 64 65 65 65 65 65 65 65 65 65 66 66 66 66 66 66 66 66 66 67 67 67 67 67 67 67 67 67 67 68 68 68 68 68 68 68 68 68 68 68 69 69 69 69 69 69 69 69 69 6A 6A 6A 6A 6A 6A 6A 6A 6A 6B 6B 6B 6B 6B 6B 6B 6B 6B 6C 6C 6C 6C 6C 6C 6C 6C 6C 6C 6D 6D 6D 6D 6D 6D 6D 6D 6D 6D 6D 6E 6E 6E 6E 6E 6E 6E 6E 6F 6F,16.24112s,Vector SLP3,76 F4,,,
16.26821s,Vector SLP3,36 F5 6F 6F 6F 6F 6F 6F 6F 70 70 70 70 70 70 70 70 70 70 71 71 71 71 71 71 71 71 71 72 72 72 72 72 72 72 72 72 72 73 73 73 73 73 73 73 73 73 74 74 74 74 74 74 74 74 74 75 75 75 75 75 75 75 75 75 76 76 76 76 76 76 76 76 76 77 77 77 77 77 77 77 77 77 77 78 78 78 78 78 78 78 78 79 79 79 79 79 79 79 79 7A 7A 7A 7A 7A 7A 7A 7A 7A 7B 7B 7B 7B 7B 7B 7B 7B 7B 7C 7C 7C 7C 7C 7C 7C 7C 7C 7D 7D 7D,16.27260s,Vector SLP3,76 F5,,,
16.29904s,Vector SLP3,36 F6 7D 7D 7D 7D 7E 7E 7E 7E 7E 7E 7E 7E 7F 7F 7F 7F 7F 7F 7F 7F 80 80 80 80 80 80 80 80 81 81 81 81 81 81 81 81 81 82 82 82 82 82 82 82 83 83 83 83 83 83 83 84 84 84 84 84 84 84 84 85 85 85 85 85 85 85 86 86 86 86 86 86 86 86 87 87 87 87 87 87 87 88 88 88 88 88 88 88 89 89 89 89 89 89 8A 8A 8A 8A 8A 8A 8A 8B 8B 8B 8B 8B 8B 8B 8B 8C 8C 8C 8C 8C 8C 8D 8D 8D 8D 8D 8D 8E 8E 8E 8E 8E 8E 8F,16.30347s,Vector SLP3,76 F6,,,
16.36596s,Vector SLP3,36 F7 8F 8F 8F 8F 8F 90 90 90 90 90 90 90 91 91 91 91 91 92 92 92 92 92 92 93 93 93 93 93 94 94 94 94 94 94 95 95 95 95 95 95 96 96 96 96 96 97 97 97 97 97 98 98 98 98 98 99 99 99 99 99 9A 9A 9A 9A 9A 9B 9B 9B 9B 9C 9C 9C 9C 9C 9D 9D 9D 9D 9E 9E 9E 9E 9E 9F 9F 9F 9F 9F A0 A0 A0 A0 A1 A1 A1 A2 A2 A2 A2 A3 A3 A3 A3 A3 A4 A4 A4 A4 A5 A5 A5 A6 A6 A6 A6 A7 A7 A7 A8 A8 A8 A8 A9 A9 A9 AA AA AA,16.37054s,Vector SLP3,76 F7,,,
16.39785s,Vector SLP3,36 F8 AB AB AB AB AC AC AC AD AD AD AE AE AE AF AF AF B0 B0 B0 B1 B1 B2 B2 B2 B3 B3 B3 B4 B4 B5 B5 B5 B6 B6 B7 B7 B7 B8 B8 B9 B9 BA BA BB BB BB BC BC BD BD BE BE BF BF C0 C0 C1 C1 C2 C3 C3 C4 C4 C5 C5 C6 C7 C7 C8 B6 00 00 51 00 A3 00 F4 00 46 01 97 01 E9 01 3A 02 8B 02 DC 02 2D 03 7E 03 CF 03 20 04 70 04 C1 04 11 05 61 05 B1 05 01 06 51 06 A0 06 EF 06 3E 07 8D 07 DC 07 2A 08 78 08 C6 08,16.40240s,Vector SLP3,76 F8,,,
16.42959s,Vector SLP3,36 F9 14 09 61 09 AE 09 FB 09 48 0A 94 0A E0 0A 2C 0B 77 0B C2 0B 0D 0C 57 0C A1 0C EB 0C 34 0D 7D 0D C6 0D 0F 0E 56 0E 9E 0E E5 0E 2C 0F 73 0F B9 0F FF 0F 44 10 89 10 CE 10 12 11 56 11 99 11 DC 11 1F 12 61 12 A3 12 E4 12 25 13 66 13 A6 13 E6 13 25 14 64 14 A2 14 E0 14 1E 15 5B 15 98 15 D5 15 11 16 4C 16 88 16 C2 16 FD 16 37 17 70 17 AA 17 E2 17 1B 18 53 18 8A 18 C1 18 F8 18 2E 19 64 19,16.43426s,Vector SLP3,76 F9,,,
16.46145s,Vector SLP3,36 FA 9A 19 CF 19 04 1A 38 1A 6C 1A 9F 1A D3 1A 05 1B 38 1B 6A 1B 9C 1B CD 1B FE 1B 2E 1C 5E 1C 8E 1C BE 1C ED 1C 1B 1D 4A 1D 78 1D A5 1D D3 1D FF 1D 2C 1E 58 1E 84 1E B0 1E DB 1E 06 1F 30 1F 5A 1F 84 1F AE 1F D7 1F 00 80 01 80 04 80 09 80 10 80 19 80 24 80 31 80 40 80 51 80 64 80 79 80 90 80 A9 80 C3 80 E0 80 FF 80 20 81 42 81 67 81 8E 81 B6 81 E0 81 0D 82 3B 82 6B 82 9D 82 D1 82 07 83,16.46611s,Vector SLP3,76 FA,,,
16.49235s,Vector SLP3,36 FB 3E 83 78 83 B3 83 F0 83 2F 84 70 84 B3 84 F7 84 3E 85 86 85 CF 85 1B 86 68 86 B7 86 08 87 5A 87 AE 87 04 88 5B 88 B4 88 0F 89 6B 89 C9 89 29 8A 8A 8A ED 8A 51 8B B7 8B 1E 8C 87 8C F1 8C 5D 8D CB 8D 3A 8E AA 8E 1C 8F 8F 8F 04 90 7A 90 F1 90 6A 91 E4 91 5F 92 DC 92 5A 93 DA 93 5B 94 DD 94 60 95 E5 95 6B 96 F2 96 7A 97 03 98 8E 98 1A 99 A7 99 35 9A C5 9A 55 9B E7 9B 79 9C 0D 9D A2 9D,16.49698s,Vector SLP3,76 FB,,,
16.52415s,Vector SLP3,36 FC 38 9E CF 9E 67 9F 00 A0 9A A0 35 A1 D1 A1 6E A2 0D A3 AC A3 4C A4 ED A4 8E A5 31 A6 D5 A6 7A A7 1F A8 C6 A8 6D A9 15 AA BE AA 68 AB 13 AC BE AC 6A AD 18 AE C5 AE 74 AF 24 B0 D4 B0 85 B1 37 B2 E9 B2 9C B3 50 B4 12 83 8C 82 06 82 80 81 FA 80 73 80 ED 7F 67 7F E1 7E 5B 7E D4 7D 4E 7D C8 7C 42 7C BB 7B 35 7B AF 7A 29 7A A3 79 1C 79 96 78 10 78 8A 77 04 77 7D 76 7D 76 04 77 8A 77 10 78,16.52883s,Vector SLP3,76 FC,,,
16.55617s,Vector SLP3,36 FD 96 78 1C 79 A3 79 29 7A AF 7A 35 7B BB 7B 42 7C C8 7C 4E 7D D4 7D 5B 7E E1 7E 67 7F ED 7F 73 80 FA 80 80 81 06 82 8C 82 12 83 12 83 A4 04 9F 04 9A 04 95 04 91 04 8C 04 87 04 82 04 7E 04 79 04 74 04 6F 04 6B 04 66 04 61 04 5C 04 58 04 53 04 4E 04 49 04 45 04 40 04 3B 04 36 04 32 04 32 04 36 04 3B 04 40 04 45 04 49 04 4E 04 53 04 58 04 5C 04 61 04 66 04 6B 04 6F 04 74 04 79 04 7E 04,16.56068s,Vector SLP3,76 FD,,,
16.58708s,Vector SLP3,36 FE 82 04 87 04 8C 04 91 04 95 04 9A 04 9F 04 A4 04 A4 04 0D 00 0C 00 0C 00 0C 00 0C 00 0C 00 0C 00 0C 00 0C 00 0C 00 0C 00 0C 00 0C 00 0C 00 0C 00 0C 00 0C 00 0C 00 0C 00 0C 00 0C 00 0B 00 0B 00 0B 00 0B 00 0B 00 0B 00 0B 00 0B 00 0C 00 0C 00 0C 00 0C 00 0C 00 0C 00 0C 00 0C 00 0C 00 0C 00 0C 00 0C 00 0C 00 0C 00 0C 00 0C 00 0C 00 0C 00 0C 00 0C 00 0D 00 0D 00 E2 04 DD 04 D8 04 D3 04,16.59154s,Vector SLP3,76 FE,,,
